,Column1,pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,body
360,360,2,1,185,1,26.0,1,1,211,29.0,186,2,160.8099173553719
361,361,2,1,186,0,22.0,1,1,211,29.0,186,2,160.8099173553719
362,362,2,1,189,0,35.0,0,0,781,21.0,186,2,160.8099173553719
363,363,2,0,190,1,29.8811345124283,0,0,178,0.0,186,2,160.8099173553719
364,364,2,0,197,1,19.0,0,0,310,13.0,186,2,18.0
365,365,2,0,210,0,44.0,1,0,191,26.0,186,2,160.8099173553719
366,366,2,0,212,1,54.0,1,0,191,26.0,186,2,160.8099173553719
367,367,2,0,223,1,52.0,0,0,208,13.5,186,2,130.0
368,368,2,0,224,1,37.0,1,0,855,26.0,186,2,17.0
369,369,2,0,225,0,29.0,1,0,855,26.0,186,2,160.8099173553719
370,370,2,1,234,0,25.0,1,1,175,30.0,186,2,160.8099173553719
371,371,2,1,235,0,45.0,0,2,175,30.0,186,2,160.8099173553719
372,372,2,0,240,1,29.0,1,0,128,26.0,186,2,160.8099173553719
373,373,2,1,241,0,28.0,1,0,128,26.0,186,2,160.8099173553719
374,374,2,0,249,1,29.0,0,0,921,10.5,186,2,160.8099173553719
375,375,2,0,250,1,28.0,0,0,212,13.0,186,2,160.8099173553719
376,376,2,1,251,1,24.0,0,0,300,10.5,186,2,160.8099173553719
377,377,2,1,253,0,8.0,0,2,761,26.25,186,2,160.8099173553719
378,378,2,0,254,1,31.0,1,1,761,26.25,186,2,160.8099173553719
379,379,2,1,255,0,31.0,1,1,761,26.25,186,2,160.8099173553719
380,380,2,1,264,0,22.0,0,0,922,10.5,181,2,160.8099173553719
381,381,2,0,268,0,30.0,0,0,165,13.0,186,2,160.8099173553719
382,382,2,0,269,0,29.8811345124283,0,0,784,21.0,186,2,160.8099173553719
383,383,2,0,272,1,21.0,0,0,322,11.5,186,2,160.8099173553719
384,384,2,0,287,1,29.8811345124283,0,0,178,0.0,186,2,160.8099173553719
385,385,2,1,304,1,8.0,1,1,763,36.75,186,2,160.8099173553719
386,386,2,0,306,1,18.0,0,0,847,73.5,186,2,160.8099173553719
387,387,2,1,310,0,48.0,0,2,763,36.75,186,2,160.8099173553719
388,388,2,1,311,0,28.0,0,0,169,13.0,186,2,160.8099173553719
389,389,2,0,1296,1,32.0,0,0,197,13.0,186,2,160.8099173553719
390,390,2,0,314,1,17.0,0,0,847,73.5,186,2,160.8099173553719
391,391,2,0,1301,1,29.0,1,0,866,27.7208,186,0,295.0
392,392,2,1,1302,0,24.0,1,0,866,27.7208,186,0,160.8099173553719
393,393,2,0,321,1,25.0,0,0,759,31.5,186,2,160.8099173553719
394,394,2,0,326,1,18.0,0,0,847,73.5,186,2,160.8099173553719
395,395,2,1,336,0,18.0,0,1,149,23.0,186,2,160.8099173553719
396,396,2,1,337,0,34.0,0,1,149,23.0,186,2,160.8099173553719
397,397,2,0,344,1,54.0,0,0,308,26.0,186,2,160.8099173553719
398,398,2,1,348,1,8.0,0,2,305,32.5,186,2,160.8099173553719
399,399,2,0,349,1,42.0,1,1,305,32.5,186,2,160.8099173553719
400,400,2,1,350,0,34.0,1,1,305,32.5,186,2,160.8099173553719
401,401,2,1,356,0,27.0,1,0,863,13.8583,186,0,160.8099173553719
402,402,2,1,357,0,30.0,1,0,862,13.8583,186,0,160.8099173553719
403,403,2,0,362,1,23.0,0,0,326,13.0,186,2,160.8099173553719
404,404,2,0,372,1,21.0,0,0,163,13.0,186,2,160.8099173553719
405,405,2,0,377,1,18.0,0,0,160,13.0,186,2,160.8099173553719
406,406,2,0,380,1,40.0,1,0,324,26.0,186,2,286.0
407,407,2,1,381,0,29.0,1,0,324,26.0,186,2,160.8099173553719
408,408,2,0,382,1,18.0,0,0,747,10.5,186,2,160.8099173553719
409,409,2,0,408,1,36.0,0,0,144,13.0,186,2,236.0
410,410,2,0,418,1,29.8811345124283,0,0,179,0.0,186,2,160.8099173553719
411,411,2,0,420,0,38.0,0,0,171,13.0,186,2,160.8099173553719
412,412,2,0,423,1,35.0,0,0,182,26.0,186,2,322.0
413,413,2,0,424,1,38.0,1,0,313,21.0,186,2,160.8099173553719
414,414,2,0,425,1,34.0,1,0,313,21.0,186,2,160.8099173553719
415,415,2,1,428,0,34.0,0,0,190,13.0,186,2,160.8099173553719
416,416,2,0,429,1,16.0,0,0,182,26.0,186,2,160.8099173553719
417,417,2,0,430,1,26.0,0,0,340,10.5,186,2,160.8099173553719
418,418,2,0,437,1,47.0,0,0,757,10.5,186,2,160.8099173553719
419,419,2,0,438,1,21.0,1,0,301,11.5,186,2,160.8099173553719
420,420,2,0,439,1,21.0,1,0,302,11.5,186,2,160.8099173553719
421,421,2,0,440,1,24.0,0,0,206,13.5,186,2,297.0
422,422,2,0,442,1,24.0,0,0,154,13.0,186,2,155.0
423,423,2,0,443,1,34.0,0,0,84,13.0,186,2,160.8099173553719
424,424,2,0,445,1,30.0,0,0,218,13.0,186,2,305.0
425,425,2,0,468,1,52.0,0,0,219,13.0,186,2,19.0
426,426,2,0,484,1,30.0,0,0,225,13.0,186,2,75.0
427,427,2,1,485,1,0.6667,1,1,221,14.5,186,2,160.8099173553719
428,428,2,1,486,0,24.0,0,2,221,14.5,186,2,160.8099173553719
429,429,2,0,493,1,44.0,0,0,214,13.0,186,2,35.0
430,430,2,1,498,0,6.0,0,1,207,33.0,186,2,160.8099173553719
431,431,2,0,501,1,28.0,0,1,207,33.0,186,2,160.8099173553719
432,432,2,1,503,1,62.0,0,0,850,10.5,186,2,160.8099173553719
433,433,2,0,505,1,30.0,0,0,927,10.5,186,2,160.8099173553719
434,434,2,1,508,0,7.0,0,2,782,26.25,186,2,160.8099173553719
435,435,2,0,509,1,43.0,1,1,782,26.25,186,2,160.8099173553719
436,436,2,1,511,0,45.0,1,1,782,26.25,186,2,160.8099173553719
437,437,2,1,529,0,24.0,1,2,138,65.0,186,2,160.8099173553719
438,438,2,1,530,0,24.0,1,2,138,65.0,186,2,160.8099173553719
439,439,2,0,531,1,49.0,1,2,138,65.0,186,2,160.8099173553719
440,440,2,1,532,0,48.0,1,2,138,65.0,186,2,160.8099173553719
441,441,2,1,533,0,55.0,0,0,204,16.0,186,2,160.8099173553719
442,442,2,0,534,1,24.0,2,0,847,73.5,186,2,160.8099173553719
443,443,2,0,535,1,32.0,2,0,847,73.5,186,2,256.0
444,444,2,0,536,1,21.0,2,0,847,73.5,186,2,160.8099173553719
445,445,2,0,538,0,18.0,1,1,222,13.0,186,2,160.8099173553719
446,446,2,1,544,0,20.0,2,1,320,23.0,186,2,160.8099173553719
447,447,2,0,545,1,23.0,2,1,319,11.5,186,2,160.8099173553719
448,448,2,0,546,1,36.0,0,0,188,13.0,186,2,160.8099173553719
449,449,2,1,547,0,54.0,1,3,320,23.0,186,2,160.8099173553719
450,450,2,0,548,1,50.0,0,0,216,13.0,186,2,149.0
451,451,2,0,550,1,44.0,1,0,265,26.0,186,2,160.8099173553719
452,452,2,1,551,0,29.0,1,0,265,26.0,186,2,160.8099173553719
453,453,2,0,558,1,21.0,0,0,847,73.5,186,2,160.8099173553719
454,454,2,1,560,1,42.0,0,0,176,13.0,186,2,160.8099173553719
455,455,2,0,562,1,63.0,1,0,185,26.0,186,2,160.8099173553719
456,456,2,0,563,0,60.0,1,0,185,26.0,186,2,160.8099173553719
457,457,2,0,568,1,33.0,0,0,870,12.275,186,2,160.8099173553719
458,458,2,1,572,0,17.0,0,0,871,10.5,186,2,160.8099173553719
459,459,2,0,579,1,42.0,1,0,189,27.0,186,2,160.8099173553719
460,460,2,1,580,0,24.0,2,1,189,27.0,186,2,160.8099173553719
461,461,2,0,584,1,47.0,0,0,168,15.0,186,2,160.8099173553719
462,462,2,0,585,1,24.0,2,0,759,31.5,186,2,160.8099173553719
463,463,2,0,586,1,22.0,2,0,759,31.5,186,2,160.8099173553719
464,464,2,0,587,1,32.0,0,0,762,10.5,186,2,160.8099173553719
465,465,2,1,592,0,23.0,0,0,857,13.7917,117,0,160.8099173553719
466,466,2,0,620,1,34.0,1,0,199,26.0,186,2,283.0
467,467,2,1,621,0,24.0,1,0,199,26.0,186,2,160.8099173553719
468,468,2,0,626,0,22.0,0,0,784,21.0,186,2,160.8099173553719
469,469,2,1,631,0,29.8811345124283,0,0,141,12.35,148,1,160.8099173553719
470,470,2,0,633,1,35.0,0,0,153,12.35,186,1,160.8099173553719
471,471,2,1,639,0,45.0,0,0,140,13.5,186,2,160.8099173553719
472,472,2,0,656,1,57.0,0,0,135,12.35,186,1,160.8099173553719
473,473,2,0,661,1,29.8811345124283,0,0,180,0.0,186,2,160.8099173553719
474,474,2,0,665,1,31.0,0,0,749,10.5,186,2,165.0
475,475,2,0,667,0,26.0,1,1,223,26.0,186,2,160.8099173553719
476,476,2,0,668,1,30.0,1,1,223,26.0,186,2,160.8099173553719
477,477,2,0,673,1,29.8811345124283,0,0,183,10.7083,186,1,160.8099173553719
478,478,2,1,677,0,1.0,1,2,868,41.5792,186,0,160.8099173553719
479,479,2,1,678,0,3.0,1,2,868,41.5792,186,0,160.8099173553719
480,480,2,0,679,1,25.0,1,2,868,41.5792,186,0,160.8099173553719
481,481,2,1,680,0,22.0,1,2,868,41.5792,186,0,160.8099173553719
482,482,2,1,692,0,17.0,0,0,852,12.0,186,0,160.8099173553719
483,483,2,1,694,0,29.8811345124283,0,0,207,33.0,186,2,160.8099173553719
484,484,2,1,696,0,34.0,0,0,766,10.5,181,2,160.8099173553719
485,485,2,0,702,1,36.0,0,0,869,12.875,117,0,160.8099173553719
486,486,2,0,704,1,24.0,0,0,756,10.5,186,2,108.0
487,487,2,0,717,1,61.0,0,0,159,12.35,186,1,160.8099173553719
488,488,2,0,725,1,50.0,1,0,856,26.0,186,2,121.0
489,489,2,1,726,0,42.0,1,0,856,26.0,186,2,160.8099173553719
490,490,2,0,735,0,57.0,0,0,844,10.5,172,2,52.0
491,491,2,0,746,1,29.8811345124283,0,0,173,15.0458,117,0,160.8099173553719
492,492,2,1,747,1,1.0,0,2,841,37.0042,186,0,160.8099173553719
493,493,2,0,748,1,31.0,1,1,841,37.0042,186,0,160.8099173553719
494,494,2,1,749,0,24.0,1,1,841,37.0042,186,0,160.8099173553719
495,495,2,0,752,1,29.8811345124283,0,0,853,15.5792,186,0,160.8099173553719
496,496,2,0,762,1,30.0,0,0,307,13.0,186,2,160.8099173553719
497,497,2,0,763,1,40.0,0,0,177,16.0,186,2,160.8099173553719
498,498,2,0,772,1,32.0,0,0,164,13.5,186,2,209.0
499,499,2,0,773,1,30.0,0,0,151,13.0,186,2,160.8099173553719
500,500,2,0,780,1,46.0,0,0,308,26.0,186,2,160.8099173553719
501,501,2,1,787,0,13.0,0,1,217,19.5,186,2,160.8099173553719
502,502,2,1,788,0,41.0,0,1,217,19.5,186,2,160.8099173553719
503,503,2,1,789,1,19.0,0,0,918,10.5,186,2,160.8099173553719
504,504,2,0,792,1,39.0,0,0,205,13.0,186,2,160.8099173553719
505,505,2,0,798,1,48.0,0,0,155,13.0,186,2,271.0
506,506,2,0,805,1,70.0,0,0,752,10.5,186,2,160.8099173553719
507,507,2,0,811,1,27.0,0,0,130,13.0,186,2,160.8099173553719
508,508,2,0,819,1,54.0,0,0,316,14.0,186,2,160.8099173553719
509,509,2,0,820,1,39.0,0,0,226,26.0,186,2,160.8099173553719
510,510,2,0,829,1,16.0,0,0,844,10.5,186,2,160.8099173553719
511,511,2,0,837,1,62.0,0,0,184,9.6875,186,1,160.8099173553719
512,512,2,0,846,1,32.5,1,0,174,30.0708,186,0,43.0
513,513,2,1,847,0,14.0,1,0,174,30.0708,186,0,160.8099173553719
514,514,2,1,850,1,2.0,1,1,145,26.0,180,2,160.8099173553719
515,515,2,1,851,1,3.0,1,1,145,26.0,180,2,160.8099173553719
516,516,2,0,852,1,36.5,0,2,145,26.0,180,2,15.0
517,517,2,0,854,1,26.0,0,0,200,13.0,180,2,160.8099173553719
518,518,2,0,859,1,19.0,1,1,763,36.75,186,2,101.0
519,519,2,0,870,1,28.0,0,0,134,13.5,186,2,287.0
520,520,2,1,872,1,20.0,0,0,865,13.8625,134,0,160.8099173553719
521,521,2,1,874,0,29.0,0,0,755,10.5,181,2,160.8099173553719
522,522,2,0,908,1,39.0,0,0,304,13.0,186,2,160.8099173553719
523,523,2,1,910,1,22.0,0,0,920,10.5,186,2,160.8099173553719
524,524,2,1,911,1,29.8811345124283,0,0,860,13.8625,186,0,160.8099173553719
525,525,2,0,912,1,23.0,0,0,193,10.5,186,2,160.8099173553719
526,526,2,1,913,1,29.0,0,0,861,13.8583,186,0,160.8099173553719
527,527,2,0,925,1,28.0,0,0,851,10.5,186,2,160.8099173553719
528,528,2,0,926,1,29.8811345124283,0,0,178,0.0,186,2,160.8099173553719
529,529,2,1,928,0,50.0,0,1,147,26.0,186,2,160.8099173553719
530,530,2,0,947,1,19.0,0,0,314,10.5,186,2,160.8099173553719
531,531,2,0,949,1,29.8811345124283,0,0,858,15.05,186,0,160.8099173553719
532,532,2,0,952,1,41.0,0,0,166,13.0,186,2,160.8099173553719
533,533,2,1,964,0,21.0,0,1,842,21.0,186,2,160.8099173553719
534,534,2,1,965,0,19.0,0,0,226,26.0,186,2,160.8099173553719
535,535,2,0,966,1,43.0,0,1,842,21.0,186,2,160.8099173553719
536,536,2,1,968,0,32.0,0,0,156,13.0,186,2,160.8099173553719
537,537,2,0,972,1,34.0,0,0,219,13.0,186,2,160.8099173553719
538,538,2,1,973,1,30.0,0,0,767,12.7375,186,0,160.8099173553719
539,539,2,0,976,1,27.0,0,0,867,15.0333,186,0,160.8099173553719
540,540,2,1,977,0,2.0,1,1,239,26.0,186,2,160.8099173553719
541,541,2,1,978,0,8.0,1,1,239,26.0,186,2,160.8099173553719
542,542,2,1,979,0,33.0,0,2,239,26.0,186,2,160.8099173553719
543,543,2,0,984,1,36.0,0,0,748,10.5,186,2,160.8099173553719
544,544,2,0,986,1,34.0,1,0,339,21.0,186,2,160.8099173553719
545,545,2,1,987,0,30.0,3,0,339,21.0,186,2,160.8099173553719
546,546,2,1,989,0,28.0,0,0,148,13.0,186,2,160.8099173553719
547,547,2,0,998,1,23.0,0,0,859,15.0458,186,0,160.8099173553719
548,548,2,1,999,1,0.8333,1,1,321,18.75,186,2,160.8099173553719
549,549,2,1,1000,1,3.0,1,1,321,18.75,186,2,160.8099173553719
550,550,2,1,1001,0,24.0,2,3,321,18.75,186,2,160.8099173553719
551,551,2,1,1002,0,50.0,0,0,919,10.5,186,2,160.8099173553719
552,552,2,0,1014,1,19.0,0,0,299,10.5,186,2,160.8099173553719
553,553,2,1,1031,0,21.0,0,0,758,10.5,186,2,160.8099173553719
554,554,2,0,1074,1,26.0,0,0,202,13.0,186,2,160.8099173553719
555,555,2,0,1076,1,25.0,0,0,198,13.0,186,2,160.8099173553719
556,556,2,0,1079,1,27.0,0,0,196,26.0,186,2,160.8099173553719
557,557,2,1,1083,0,25.0,0,1,147,26.0,186,2,160.8099173553719
558,558,2,1,1087,0,18.0,0,2,224,13.0,186,2,160.8099173553719
559,559,2,1,1093,0,20.0,0,0,763,36.75,186,2,160.8099173553719
560,560,2,1,1094,0,30.0,0,0,220,13.0,186,2,160.8099173553719
561,561,2,0,1100,1,59.0,0,0,167,13.5,186,2,160.8099173553719
562,562,2,1,1108,0,30.0,0,0,158,12.35,186,1,160.8099173553719
563,563,2,0,1109,1,35.0,0,0,303,10.5,186,2,160.8099173553719
564,564,2,1,1114,0,40.0,0,0,344,13.0,186,2,160.8099173553719
565,565,2,0,1123,1,25.0,0,0,754,13.0,186,2,160.8099173553719
566,566,2,0,1138,1,41.0,0,0,172,15.0458,186,0,160.8099173553719
567,567,2,0,1144,1,25.0,0,0,785,10.5,186,2,81.0
568,568,2,0,1162,1,18.5,0,0,210,13.0,174,2,294.0
569,569,2,0,1163,1,14.0,0,0,138,65.0,186,2,160.8099173553719
570,570,2,1,1188,0,50.0,0,0,783,10.5,186,2,160.8099173553719
571,571,2,0,1196,1,23.0,0,0,152,13.0,186,2,160.8099173553719
572,572,2,1,1197,0,28.0,0,0,186,12.65,186,2,160.8099173553719
573,573,2,1,1198,0,27.0,0,0,403,10.5,148,2,160.8099173553719
574,574,2,0,1203,1,29.0,1,0,69,21.0,186,2,160.8099173553719
575,575,2,0,1204,0,27.0,1,0,69,21.0,186,2,160.8099173553719
576,576,2,0,1219,1,40.0,0,0,306,13.0,186,2,160.8099173553719
577,577,2,1,1224,0,31.0,0,0,781,21.0,186,2,160.8099173553719
578,578,2,0,1228,1,30.0,1,0,776,21.0,186,2,160.8099173553719
579,579,2,0,1229,1,23.0,1,0,315,10.5,186,2,160.8099173553719
580,580,2,1,1230,0,31.0,0,0,776,21.0,186,2,160.8099173553719
581,581,2,0,1234,1,29.8811345124283,0,0,181,0.0,186,2,160.8099173553719
582,582,2,1,1235,0,12.0,0,0,764,15.75,186,2,160.8099173553719
583,583,2,1,1236,0,40.0,0,0,764,15.75,186,2,160.8099173553719
584,584,2,1,1237,0,32.5,0,0,297,13.0,148,2,160.8099173553719
585,585,2,0,1240,1,27.0,1,0,143,26.0,186,2,293.0
586,586,2,1,1241,0,29.0,1,0,143,26.0,186,2,160.8099173553719
587,587,2,1,1242,1,2.0,1,1,318,23.0,186,2,160.8099173553719
588,588,2,1,1243,0,4.0,1,1,318,23.0,186,2,160.8099173553719
589,589,2,1,1244,0,29.0,0,2,318,23.0,186,2,160.8099173553719
590,590,2,1,1246,0,0.9167,1,2,768,27.75,186,2,160.8099173553719
591,591,2,1,1247,0,5.0,1,2,768,27.75,186,2,160.8099173553719
592,592,2,0,1248,1,36.0,1,2,768,27.75,186,2,160.8099173553719
593,593,2,1,1249,0,33.0,1,2,768,27.75,186,2,160.8099173553719
594,594,2,0,1251,1,66.0,0,0,751,10.5,186,2,160.8099173553719
595,595,2,0,1252,1,29.8811345124283,0,0,864,12.875,186,2,160.8099173553719
596,596,2,1,1265,1,31.0,0,0,192,13.0,186,2,160.8099173553719
597,597,2,1,1271,1,29.8811345124283,0,0,201,13.0,186,2,160.8099173553719
598,598,2,1,1282,0,26.0,0,0,137,13.5,186,2,160.8099173553719
599,599,2,0,1290,0,24.0,0,0,215,13.0,186,2,160.8099173553719
600,600,3,0,0,1,42.0,0,0,772,7.55,186,2,160.8099173553719
601,601,3,0,1,1,13.0,0,2,753,20.25,186,2,160.8099173553719
602,602,3,0,2,1,16.0,1,1,753,20.25,186,2,190.0
603,603,3,1,3,0,35.0,1,1,753,20.25,186,2,160.8099173553719
604,604,3,1,4,0,16.0,0,0,483,7.65,186,2,160.8099173553719
605,605,3,1,5,1,25.0,0,0,480,7.65,178,2,160.8099173553719
606,606,3,1,8,1,20.0,0,0,887,7.925,186,2,160.8099173553719
607,607,3,1,9,0,18.0,0,0,251,7.2292,186,0,160.8099173553719
608,608,3,0,10,1,30.0,0,0,745,7.25,186,2,72.0
609,609,3,0,11,1,26.0,0,0,402,8.05,186,2,103.0
610,610,3,0,12,0,40.0,1,0,695,9.475,186,2,160.8099173553719
611,611,3,1,13,1,0.8333,0,1,666,9.35,186,2,160.8099173553719
612,612,3,1,14,0,18.0,0,1,666,9.35,186,2,160.8099173553719
613,613,3,1,15,1,26.0,0,0,294,18.7875,186,0,160.8099173553719
614,614,3,0,17,1,26.0,0,0,468,7.8875,186,2,160.8099173553719
615,615,3,0,18,1,20.0,0,0,888,7.925,186,2,160.8099173553719
616,616,3,0,19,1,24.0,0,0,880,7.05,186,2,160.8099173553719
617,617,3,0,20,1,25.0,0,0,881,7.05,186,2,79.0
618,618,3,0,22,1,35.0,0,0,649,8.05,186,2,160.8099173553719
619,619,3,0,27,1,18.0,0,0,139,8.3,186,2,259.0
620,620,3,0,28,1,32.0,0,0,743,22.525,186,2,260.0
621,621,3,1,29,0,19.0,1,0,555,7.8542,186,2,160.8099173553719
622,622,3,0,31,1,4.0,4,2,459,31.275,186,2,160.8099173553719
623,623,3,0,32,0,6.0,4,2,459,31.275,186,2,160.8099173553719
624,624,3,0,33,0,2.0,4,2,459,31.275,186,2,160.8099173553719
625,625,3,1,34,0,17.0,4,2,334,7.925,186,2,160.8099173553719
626,626,3,0,35,0,38.0,4,2,467,7.775,186,2,160.8099173553719
627,627,3,0,36,0,9.0,4,2,459,31.275,186,2,160.8099173553719
628,628,3,0,37,0,11.0,4,2,459,31.275,186,2,160.8099173553719
629,629,3,0,38,1,39.0,1,5,459,31.275,186,2,160.8099173553719
630,630,3,1,39,1,27.0,0,0,553,7.7958,186,2,160.8099173553719
631,631,3,0,40,1,26.0,0,0,452,7.775,186,2,160.8099173553719
632,632,3,0,41,0,39.0,1,5,459,31.275,186,2,160.8099173553719
633,633,3,0,42,1,20.0,0,0,471,7.8542,186,2,160.8099173553719
634,634,3,0,47,1,26.0,0,0,485,7.8958,186,2,160.8099173553719
635,635,3,0,51,1,25.0,1,0,520,17.8,186,2,160.8099173553719
636,636,3,0,52,0,18.0,1,0,520,17.8,186,2,160.8099173553719
637,637,3,0,53,1,24.0,0,0,543,7.775,186,2,160.8099173553719
638,638,3,0,56,1,35.0,0,0,879,7.05,186,2,160.8099173553719
639,639,3,0,57,1,5.0,4,2,454,31.3875,186,2,160.8099173553719
640,640,3,0,58,1,9.0,4,2,454,31.3875,186,2,160.8099173553719
641,641,3,1,59,1,3.0,4,2,454,31.3875,186,2,160.8099173553719
642,642,3,0,60,1,13.0,4,2,454,31.3875,186,2,160.8099173553719
643,643,3,1,61,0,5.0,4,2,454,31.3875,186,2,160.8099173553719
644,644,3,0,62,1,40.0,1,5,454,31.3875,186,2,142.0
645,645,3,1,63,1,23.0,0,0,561,7.7958,186,2,160.8099173553719
646,646,3,1,64,0,38.0,1,5,454,31.3875,186,2,160.8099173553719
647,647,3,1,65,0,45.0,0,0,291,7.225,186,0,160.8099173553719
648,648,3,0,66,1,21.0,0,0,287,7.225,186,0,160.8099173553719
649,649,3,0,67,1,23.0,0,0,878,7.05,186,2,160.8099173553719
650,650,3,0,70,0,17.0,0,0,235,14.4583,186,0,160.8099173553719
651,651,3,0,71,1,30.0,0,0,289,7.225,186,0,160.8099173553719
652,652,3,0,73,1,23.0,0,0,473,7.8542,186,2,160.8099173553719
653,653,3,1,74,0,13.0,0,0,282,7.2292,186,0,160.8099173553719
654,654,3,0,75,1,20.0,0,0,274,7.225,186,0,160.8099173553719
655,655,3,0,76,1,32.0,1,0,333,15.85,186,2,160.8099173553719
656,656,3,1,77,0,33.0,3,0,333,15.85,186,2,160.8099173553719
657,657,3,1,78,0,0.75,2,1,260,19.2583,186,0,160.8099173553719
658,658,3,1,79,0,0.75,2,1,260,19.2583,186,0,160.8099173553719
659,659,3,1,80,0,5.0,2,1,260,19.2583,186,0,160.8099173553719
660,660,3,1,81,0,24.0,0,3,260,19.2583,186,0,160.8099173553719
661,661,3,1,82,0,18.0,0,0,712,8.05,186,2,160.8099173553719
662,662,3,0,83,1,40.0,0,0,231,7.225,186,0,160.8099173553719
663,663,3,0,86,1,26.0,0,0,531,7.8958,186,2,160.8099173553719
664,664,3,1,89,1,20.0,0,0,257,7.2292,186,0,160.8099173553719
665,665,3,0,90,0,18.0,0,1,286,14.4542,186,0,160.8099173553719
666,666,3,0,91,0,45.0,0,1,286,14.4542,186,0,160.8099173553719
667,667,3,0,94,0,27.0,0,0,372,7.8792,186,1,160.8099173553719
668,668,3,0,95,1,22.0,0,0,370,8.05,186,2,160.8099173553719
669,669,3,0,105,1,19.0,0,0,369,8.05,186,2,160.8099173553719
670,670,3,0,114,1,26.0,0,0,445,7.775,186,2,160.8099173553719
671,671,3,0,116,1,22.0,0,0,838,9.35,186,2,160.8099173553719
672,672,3,0,118,1,29.8811345124283,0,0,230,7.2292,186,0,160.8099173553719
673,673,3,0,119,1,20.0,0,0,242,4.0125,186,0,160.8099173553719
674,674,3,1,121,1,32.0,0,0,104,56.4958,186,2,160.8099173553719
675,675,3,0,123,1,21.0,0,0,342,7.775,186,2,160.8099173553719
676,676,3,0,128,1,18.0,0,0,466,7.75,186,2,160.8099173553719
677,677,3,0,135,1,26.0,0,0,507,7.8958,186,2,160.8099173553719
678,678,3,0,137,1,6.0,1,1,273,15.2458,186,0,160.8099173553719
679,679,3,0,138,0,9.0,1,1,273,15.2458,186,0,160.8099173553719
680,680,3,0,139,1,29.8811345124283,0,0,258,7.225,186,0,160.8099173553719
681,681,3,0,140,0,29.8811345124283,0,2,273,15.2458,186,0,160.8099173553719
682,682,3,0,141,0,29.8811345124283,0,2,595,7.75,186,1,160.8099173553719
683,683,3,0,142,1,40.0,1,1,596,15.5,186,1,160.8099173553719
684,684,3,0,143,0,32.0,1,1,596,15.5,186,1,160.8099173553719
685,685,3,0,145,1,21.0,0,0,678,16.1,186,2,160.8099173553719
686,686,3,1,149,0,22.0,0,0,393,7.725,186,1,160.8099173553719
687,687,3,0,152,0,20.0,0,0,476,7.8542,186,2,160.8099173553719
688,688,3,0,154,1,29.0,1,0,434,7.0458,186,2,160.8099173553719
689,689,3,0,155,1,22.0,1,0,720,7.25,186,2,160.8099173553719
690,690,3,0,157,1,22.0,0,0,554,7.7958,186,2,160.8099173553719
691,691,3,0,158,1,35.0,0,0,592,8.05,186,2,160.8099173553719
692,692,3,0,167,0,18.5,0,0,371,7.2833,186,1,299.0
693,693,3,1,168,1,21.0,0,0,378,7.8208,186,1,160.8099173553719
694,694,3,0,170,1,19.0,0,0,602,6.75,186,1,160.8099173553719
695,695,3,0,172,0,18.0,0,0,386,7.8792,186,1,160.8099173553719
696,696,3,0,178,0,21.0,0,0,351,8.6625,186,2,160.8099173553719
697,697,3,0,179,0,30.0,0,0,348,8.6625,186,2,160.8099173553719
698,698,3,0,180,1,18.0,0,0,355,8.6625,186,2,160.8099173553719
699,699,3,0,181,1,38.0,0,0,353,8.6625,186,2,160.8099173553719
700,700,3,0,187,1,17.0,0,0,357,8.6625,186,2,160.8099173553719
701,701,3,0,188,1,17.0,0,0,350,8.6625,186,2,160.8099173553719
702,702,3,0,191,0,21.0,0,0,594,7.75,186,1,160.8099173553719
703,703,3,0,192,1,21.0,0,0,600,7.75,186,1,160.8099173553719
704,704,3,0,194,1,21.0,0,0,706,8.05,186,2,160.8099173553719
705,705,3,0,195,1,29.8811345124283,1,0,284,14.4583,186,0,160.8099173553719
706,706,3,0,196,0,29.8811345124283,1,0,284,14.4583,186,0,160.8099173553719
707,707,3,0,200,1,28.0,0,0,552,7.7958,186,2,160.8099173553719
708,708,3,0,201,1,24.0,0,0,569,7.8542,186,2,160.8099173553719
709,709,3,1,203,0,16.0,0,0,613,7.75,186,1,160.8099173553719
710,710,3,0,204,0,37.0,0,0,617,7.75,186,1,160.8099173553719
711,711,3,0,213,1,28.0,0,0,668,7.25,186,2,160.8099173553719
712,712,3,0,218,1,24.0,0,0,411,8.05,186,2,160.8099173553719
713,713,3,0,226,1,21.0,0,0,732,7.7333,186,1,160.8099173553719
714,714,3,1,231,1,32.0,0,0,104,56.4958,186,2,160.8099173553719
715,715,3,0,233,1,29.0,0,0,412,8.05,186,2,160.8099173553719
716,716,3,0,236,1,26.0,1,0,275,14.4542,186,0,160.8099173553719
717,717,3,0,237,1,18.0,1,0,275,14.4542,186,0,160.8099173553719
718,718,3,0,244,1,20.0,0,0,876,7.05,186,2,160.8099173553719
719,719,3,1,245,1,18.0,0,0,728,8.05,186,2,160.8099173553719
720,720,3,0,246,1,24.0,0,0,645,7.25,186,1,160.8099173553719
721,721,3,0,247,1,36.0,0,0,493,7.4958,186,2,160.8099173553719
722,722,3,0,248,1,24.0,0,0,492,7.4958,186,2,160.8099173553719
723,723,3,0,259,1,31.0,0,0,132,7.7333,186,1,160.8099173553719
724,724,3,0,260,1,31.0,0,0,395,7.75,186,1,160.8099173553719
